제품코드,수량,송장 번호
C107,2,b218020210003
B103,2,b218020210003
B104,3,b218020310003
A104,4,b218020310003
A107,2,b218020310003
A105,2,b218020310003
E103,1,b218021610002
D103,2,b218021610002
D108,3,b218021610002
D104,1,b218021610002
A105,4,b218021610003
A102,2,b218021610003
A103,4,b218021610003
B106,6,b218021610003
C104,3,b218021710002
B101,5,b218021710002
A105,2,b218021710002
C102,5,b218021710002
B105,7,b218022010001
A108,5,b218022010001
A110,4,b218022010001
D108,2,b218022010001
A108,3,b218022010003
E102,4,b218022010003
B105,5,b218022010003
A105,2,b218022010003
E102,7,b218022110002
B104,5,b218022110002
A110,4,b218022110002
C103,3,b218022110002
B107,7,b218022310003
D108,4,b218022310003
E103,5,b218022310003
A110,3,b218022310003
E101,2,b218022510001
C103,5,b218022510001
E104,5,b218022510001
D103,2,b218022510001
C101,8,b218022810002
B105,2,b218022810002
C104,3,b218022810002
D102,4,b218022810002
C107,3,b218030310001
D107,3,b218030310001
E104,7,b218030310001
A104,3,b218030310001
A107,2,b218030510001
D105,1,b218030510001
A109,1,b218030510001
C107,3,b218030510001
A110,3,b218030610001
E102,2,b218030610001
E104,4,b218030610001
A105,4,b218030610001
C101,4,b218031110001
D106,3,b218031110001
C108,2,b218031110001
B105,4,b218031110001
B107,5,b218040210002
E102,7,b218040210002
A106,6,b218040210002
A103,3,b218040210002
D105,2,b218040510002
E105,3,b218040510002
E102,7,b218040510002
C104,1,b218040510002
A107,3,b218040610002
D105,2,b218040610002
E105,2,b218040610002
A104,4,b218040610002
B103,7,b218040710002
C102,5,b218040710002
E105,4,b218040710002
A104,3,b218040710002
A109,9,b218041510001
A101,2,b218041510001
D103,3,b218041510001
D101,1,b218041510001
B107,4,b218041610001
E102,2,b218041610001
E101,1,b218041610001
A103,3,b218041610001
C102,3,b218042010001
A105,5,b218042010001
A106,4,b218042010001
C106,1,b218042010001
C107,2,b218042710001
E103,1,b218042710001
C105,3,b218042710001
C108,5,b218042710001
D109,4,b218043010001
D107,2,b218043010001
A107,3,b218043010001
A103,6,b218043010001
C102,4,b218050310002
E104,2,b218050310002
C107,3,b218050310002
B103,3,b218050310002
B104,4,b218050610002
A104,3,b218050610002
A107,5,b218050610002
A105,4,b218050610002
E103,2,b218050710003
D103,5,b218050710003
D108,2,b218050710003
D104,3,b218050710003
A105,3,b218050810002
A102,1,b218050810002
A103,3,b218050810002
B106,1,b218050810002
C104,7,b218050810003
B101,2,b218050810003
A105,1,b218050810003
C102,4,b218050810003
B105,3,b218050910003
A108,2,b218050910003
A110,4,b218050910003
D108,3,b218050910003
A108,6,b218051010001
E102,7,b218051010001
B105,5,b218051010001
A105,3,b218051010001
E102,6,b218051110002
B104,3,b218051110002
A110,2,b218051110002
C103,2,b218051110002
B107,3,b218051210001
D108,3,b218051210001
E103,1,b218051210001
A110,3,b218051210001
E101,1,b218051210002
C103,7,b218051210002
E104,2,b218051210002
D103,5,b218051210002
C101,2,b218051310002
B105,1,b218051310002
C104,4,b218051310002
D102,4,b218051310002
C107,2,b218051310003
D107,1,b218051310003
E104,2,b218051310003
A104,2,b218051310003
A107,3,b218051710002
D105,4,b218051710002
A109,2,b218051710002
C107,2,b218051710002
A110,1,b218052010003
E102,2,b218052010003
E104,3,b218052010003
A105,1,b218052010003
C101,4,b218052210003
D106,2,b218052210003
C108,4,b218052210003
B105,6,b218052210003
B107,3,b218052310003
E102,5,b218052310003
A106,2,b218052310003
A103,5,b218052310003
D105,7,b218052710003
E105,5,b218052710003
E102,4,b218052710003
C104,2,b218052710003
A107,3,b218060110003
D105,4,b218060110003
E105,5,b218060110003
A104,2,b218060110003
B103,7,b218060610003
C102,5,b218060610003
E105,4,b218060610003
A104,3,b218060610003
A109,7,b218060710003
A101,4,b218060710003
D103,5,b218060710003
D101,3,b218060710003
B107,2,b218061110003
E102,5,b218061110003
E101,5,b218061110003
A103,2,b218061110003
C102,8,b218061810003
A105,2,b218061810003
A106,3,b218061810003
C106,4,b218061810003
C107,3,b218062010003
E103,3,b218062010003
C105,7,b218062010003
C108,3,b218062010003
D109,2,b218062110003
D107,1,b218062110003
A107,1,b218062110003
A103,3,b218062110003
C102,3,b218072810003
E104,2,b218072810003
C107,4,b218072810003
B103,4,b218072810003
B104,4,b218072910003
A104,3,b218072910003
A107,2,b218072910003
A105,4,b218072910003
E103,5,b218080210001
D103,7,b218080210001
D108,6,b218080210001
D104,3,b218080210001
A105,2,b218080910001
A102,3,b218080910001
A103,7,b218080910001
B106,1,b218080910001
C104,3,b218081110001
B101,2,b218081110001
A105,2,b218081110001
C102,4,b218081110001
B105,7,b218081210001
A108,5,b218081210001
A110,4,b218081210001
D108,3,b218081210001
A108,9,b218081610001
E102,2,b218081610001
B105,3,b218081610001
A105,1,b218081610001
E102,4,b218081610003
B104,2,b218081610003
A110,1,b218081610003
C103,3,b218081610003
B107,3,b218082210003
D108,5,b218082210003
E103,4,b218082210003
A110,1,b218082210003
E101,2,b218090310003
C103,1,b218090310003
E104,3,b218090310003
D103,5,b218090310003
C101,4,b218090910001
B105,2,b218090910001
C104,3,b218090910001
D102,6,b218090910001
C107,4,b218091310001
D107,2,b218091310001
E104,3,b218091310001
A104,3,b218091310001
A107,4,b218091410002
D105,3,b218091410002
A109,5,b218091410002
C107,4,b218091410002
A110,2,b218091710002
E102,5,b218091710002
E104,2,b218091710002
A105,3,b218091710002
C101,3,b218091810001
D106,1,b218091810001
C108,3,b218091810001
B105,1,b218091810001
B107,7,b218091810002
E102,2,b218091810002
A106,1,b218091810002
A103,4,b218091810002
D105,3,b218091910001
E105,2,b218091910001
E102,4,b218091910001
C104,3,b218091910001
A107,6,b218091910002
D105,7,b218091910002
E105,5,b218091910002
A104,3,b218091910002
B103,6,b218092310001
C102,3,b218092310001
E105,2,b218092310001
A104,2,b218092310001
A109,3,b218092310002
A101,3,b218092310002
D103,1,b218092310002
D101,3,b218092310002
B107,1,b218092810002
E102,7,b218092810002
E101,2,b218092810002
A103,5,b218092810002
C102,2,b218092910002
A105,1,b218092910002
A106,4,b218092910002
C106,4,b218092910002
C107,2,b218100210003
E103,1,b218100210003
C105,2,b218100210003
C108,2,b218100210003
D109,3,b218100810002
D107,4,b218100810002
A107,2,b218100810002
A103,2,b218100810002
C102,1,b218101110002
E104,2,b218101110002
C107,3,b218101110002
B103,1,b218101110002
B104,4,b218101310002
A104,2,b218101310002
A107,4,b218101310002
A105,6,b218101310002
E103,3,b218101610002
D103,5,b218101610002
D108,2,b218101610002
D104,5,b218101610002
B107,7,b218101710002
D108,5,b218101710002
E103,4,b218101710002
A110,2,b218101710002
E101,3,b218101810002
C103,4,b218101810002
E104,5,b218101810002
D103,2,b218101810002
C101,7,b218102210002
B105,5,b218102210002
C104,4,b218102210002
D102,3,b218102210002
C107,7,b218102710002
D107,4,b218102710002
E104,5,b218102710002
A104,3,b218102710002
A107,2,b218102810002
D105,5,b218102810002
A109,5,b218102810002
C107,2,b218102810002
A110,8,b218110810003
E102,2,b218110810003
E104,3,b218110810003
A105,4,b218110810003
C101,3,b218111010003
D106,3,b218111010003
C108,7,b218111010003
B105,3,b218111010003
B107,2,b218111110003
E102,1,b218111110003
A106,1,b218111110003
A103,3,b218111110003
D105,3,b218111510003
E105,2,b218111510003
E102,4,b218111510003
C104,4,b218111510003
A107,4,b218112110003
D105,3,b218112110003
E105,2,b218112110003
A104,4,b218112110003
B103,5,b218112410003
C102,7,b218112410003
E105,6,b218112410003
A104,3,b218112410003
A109,2,b218112810003
A101,3,b218112810003
D103,7,b218112810003
D101,1,b218112810003
B107,3,b218120110001
E102,2,b218120110001
E101,2,b218120110001
A103,4,b218120110001
C102,7,b218120310003
A105,5,b218120310003
A106,4,b218120310003
C106,3,b218120310003
C107,9,b218120610003
E103,2,b218120610003
C105,3,b218120610003
C108,1,b218120610003
D109,4,b218122710003
D107,2,b218122710003
A107,1,b218122710003
A103,3,b218122710003
C102,3,b218123010003
E104,5,b218123010003
C107,4,b218123010003
B103,1,b218123010003
B104,2,b219010210002
A104,1,b219010210002
A107,3,b219010210002
A105,5,b219010210002
E103,4,b219010410001
D103,2,b219010410001
D108,3,b219010410001
D104,6,b219010410001
A105,4,b219010510002
A102,2,b219010510002
A103,3,b219010510002
B106,3,b219010510002
C104,4,b219010710001
B101,3,b219010710001
A105,5,b219010710001
C102,4,b219010710001
B105,2,b219010710002
A108,5,b219010710002
A110,2,b219010710002
D108,3,b219010710002
A108,3,b219011010002
E102,1,b219011010002
B105,5,b219011010002
A105,2,b219011010002
E102,1,b219011110002
B104,4,b219011110002
A110,4,b219011110002
C103,2,b219011110002
B107,1,b219011210002
D108,2,b219011210002
E103,2,b219011210002
A110,3,b219011210002
E101,4,b219012210001
C103,2,b219012210001
E104,2,b219012210001
D103,1,b219012210001
C101,2,b219012610001
B105,3,b219012610001
C104,1,b219012610001
D102,4,b219012610001
C107,2,b219020210003
D107,4,b219020210003
E104,6,b219020210003
A104,3,b219020210003
A107,5,b219020510003
D105,2,b219020510003
A109,5,b219020510003
C107,7,b219020510003
A110,5,b219020710003
E102,4,b219020710003
E104,2,b219020710003
A105,3,b219020710003
C101,4,b219021010003
D106,5,b219021010003
C108,2,b219021010003
B105,7,b219021010003
B107,5,b219021110003
E102,4,b219021110003
A106,3,b219021110003
A103,7,b219021110003
D105,4,b219021210003
E105,5,b219021210003
E102,3,b219021210003
C104,2,b219021210003
A107,5,b219021610003
D105,5,b219021610003
E105,2,b219021610003
A104,8,b219021610003
B103,2,b219021710003
C102,3,b219021710003
E105,4,b219021710003
A104,3,b219021710003
A109,3,b219022310002
A101,7,b219022310002
D103,3,b219022310002
D101,2,b219022310002
B107,1,b219031110003
E102,1,b219031110003
E101,3,b219031110003
A103,3,b219031110003
C102,2,b219031610003
A105,4,b219031610003
A106,4,b219031610003
C106,4,b219031610003
C107,3,b219031710003
E103,2,b219031710003
C105,4,b219031710003
C108,5,b219031710003
D109,7,b219032010002
D107,6,b219032010002
A107,3,b219032010002
A103,2,b219032010002
C102,3,b219032110003
E104,7,b219032110003
C107,1,b219032110003
B103,3,b219032110003
B104,2,b219032310002
A104,2,b219032310002
A107,4,b219032310002
A105,7,b219032310002
E103,5,b219032810003
D103,4,b219032810003
D108,3,b219032810003
D104,9,b219032810003
B107,2,b219040510002
D108,3,b219040510002
E103,1,b219040510002
A110,4,b219040510002
E101,2,b219041510001
C103,1,b219041510001
E104,3,b219041510001
D103,3,b219041510001
C101,5,b219042210001
B105,4,b219042210001
C104,1,b219042210001
D102,2,b219042210001
C107,1,b219042410001
D107,3,b219042410001
E104,5,b219042410001
A104,4,b219042410001
A107,2,b219042510001
D105,3,b219042510001
A109,6,b219042510001
C107,4,b219042510001
A110,2,b219042910001
E102,3,b219042910001
E104,3,b219042910001
A105,4,b219042910001
C101,3,b219050210002
D106,5,b219050210002
C108,4,b219050210002
B105,2,b219050210002
B107,5,b219050410003
E102,2,b219050410003
A106,3,b219050410003
A103,3,b219050410003
D105,1,b219050910001
E105,3,b219050910001
E102,1,b219050910001
C104,7,b219050910001
A107,2,b219050910002
D105,1,b219050910002
E105,4,b219050910002
A104,3,b219050910002
B103,2,b219051010001
C102,4,b219051010001
E105,3,b219051010001
A104,6,b219051010001
A109,7,b219051110002
A101,5,b219051110002
D103,3,b219051110002
D101,6,b219051110002
B107,3,b219051210002
E102,2,b219051210002
E101,2,b219051210002
A103,3,b219051210002
C102,3,b317010610003
A105,1,b317010610003
A106,3,b317010610003
C106,1,b317010610003
C107,7,b317011110003
E103,2,b317011110003
C105,1,b317011110003
C108,4,b317011110003
D109,3,b317011710003
D107,2,b317011710003
A107,4,b317011710003
A103,3,b317011710003
C102,6,b317012210003
E104,7,b317012210003
C107,2,b317012210003
B103,3,b317012210003
B104,3,b317020710001
A104,1,b317020710001
A107,3,b317020710001
A105,1,b317020710001
E103,7,b317020910001
D103,2,b317020910001
D108,1,b317020910001
D104,4,b317020910001
A105,3,b317021110001
A102,2,b317021110001
A103,4,b317021110001
B106,3,b317021110001
C104,6,b317030110002
B101,7,b317030110002
A105,5,b317030110002
C102,2,b317030110002
B105,1,b317031210002
A108,4,b317031210002
A110,4,b317031210002
D108,2,b317031210002
A108,1,b317031410002
E102,2,b317031410002
B105,2,b317031410002
A105,3,b317031410002
E102,4,b317031910001
B104,2,b317031910001
A110,2,b317031910001
C103,1,b317031910001
B107,2,b317032010003
D108,3,b317032010003
E103,1,b317032010003
A110,4,b317032010003
E101,2,b317032210001
C103,4,b317032210001
E104,6,b317032210001
D103,3,b317032210001
C101,5,b317032410003
B105,2,b317032410003
C104,5,b317032410003
D102,7,b317032410003
C107,5,b317032710003
D107,4,b317032710003
E104,2,b317032710003
A104,3,b317032710003
A107,4,b317032810001
D105,5,b317032810001
A109,2,b317032810001
C107,7,b317032810001
A110,5,b317033110003
E102,4,b317033110003
E104,3,b317033110003
A105,7,b317033110003
C101,4,b317040110001
D106,5,b317040110001
C108,3,b317040110001
B105,2,b317040110001
B107,5,b317040210001
E102,5,b317040210001
A106,2,b317040210001
A103,8,b317040210001
D105,2,b317050210001
E105,3,b317050210001
E102,4,b317050210001
C104,3,b317050210001
A107,3,b317050510001
D105,7,b317050510001
E105,3,b317050510001
A104,2,b317050510001
B103,1,b317051410001
C102,1,b317051410001
E105,3,b317051410001
A104,3,b317051410001
A109,2,b317051910001
A101,4,b317051910001
D103,4,b317051910001
D101,4,b317051910001
B107,3,b317052610001
E102,2,b317052610001
E101,4,b317052610001
A103,5,b317052610001
C102,7,b317053110001
A105,6,b317053110001
A106,3,b317053110001
C106,2,b317053110001
C107,3,b317070610002
E103,7,b317070610002
C105,1,b317070610002
C108,3,b317070610002
D109,2,b317071110002
D107,2,b317071110002
A107,4,b317071110002
A103,7,b317071110002
C102,5,b317071310002
E104,4,b317071310002
C107,3,b317071310002
B103,9,b317071310002
B104,2,b317071810002
A104,3,b317071810002
A107,1,b317071810002
A105,4,b317071810002
E103,2,b317071910002
D103,1,b317071910002
D108,3,b317071910002
D104,3,b317071910002
B107,5,b317072110002
D108,4,b317072110002
E103,1,b317072110002
A110,2,b317072110002
E101,1,b317073010001
C103,3,b317073010001
E104,5,b317073010001
D103,4,b317073010001
C101,2,b317073010002
B105,3,b317073010002
C104,6,b317073010002
D102,4,b317073010002
C107,2,b317080410003
D107,3,b317080410003
E104,3,b317080410003
A104,4,b317080410003
A107,3,b317081510002
D105,5,b317081510002
A109,4,b317081510002
C107,2,b317081510002
A110,5,b317081810002
E102,2,b317081810002
E104,3,b317081810002
A105,3,b317081810002
C101,1,b317082010002
D106,3,b317082010002
C108,1,b317082010002
B105,7,b317082010002
B107,2,b317082310002
E102,1,b317082310002
A106,4,b317082310002
A103,3,b317082310002
D105,2,b317082410002
E105,4,b317082410002
E102,3,b317082410002
C104,6,b317082410002
A107,7,b317082510002
D105,5,b317082510002
E105,3,b317082510002
A104,6,b317082510002
B103,3,b317082910002
C102,2,b317082910002
E105,2,b317082910002
A104,3,b317082910002
A109,3,b317083010002
A101,1,b317083010002
D103,3,b317083010002
D101,1,b317083010002
B107,7,b317083110002
E102,2,b317083110002
E101,5,b317083110002
A103,2,b317083110002
C102,1,b317083110003
A105,4,b317083110003
A106,4,b317083110003
C106,2,b317083110003
C107,1,b317090310001
E103,2,b317090310001
C105,2,b317090310001
C108,3,b317090310001
D109,4,b317091110001
D107,2,b317091110001
A107,2,b317091110001
A103,1,b317091110001
C102,2,b317091610003
E104,3,b317091610003
C107,1,b317091610003
B103,4,b317091610003
B104,2,b317092210003
A104,4,b317092210003
A107,6,b317092210003
A105,3,b317092210003
E103,5,b317092310003
D103,2,b317092310003
D108,5,b317092310003
D104,7,b317092310003
A105,5,b317092710003
A102,4,b317092710003
A103,2,b317092710003
B106,3,b317092710003
C104,4,b317100410001
B101,5,b317100410001
A105,2,b317100410001
C102,7,b317100410001
B105,5,b317110210002
A108,4,b317110210002
A110,3,b317110210002
D108,7,b317110210002
A108,4,b317110810002
E102,5,b317110810002
B105,3,b317110810002
A105,2,b317110810002
E102,5,b317111110002
B104,5,b317111110002
A110,2,b317111110002
C103,8,b317111110002
B107,2,b317111510002
D108,3,b317111510002
E103,4,b317111510002
A110,3,b317111510002
E101,3,b317111810002
C103,7,b317111810002
E104,3,b317111810002
D103,2,b317111810002
C101,1,b317120710002
B105,1,b317120710002
C104,3,b317120710002
D102,3,b317120710002
C107,2,b317120910003
D107,4,b317120910003
E104,4,b317120910003
A104,4,b317120910003
A107,3,b317121010002
D105,2,b317121010002
A109,4,b317121010002
C107,5,b317121010002
A110,7,b317121110002
E102,6,b317121110002
E104,3,b317121110002
A105,2,b317121110002
C101,3,b317121210002
D106,7,b317121210002
C108,1,b317121210002
B105,3,b317121210002
B107,2,b317121510003
E102,2,b317121510003
A106,4,b317121510003
A103,7,b317121510003
D105,5,b317121610002
E105,4,b317121610002
E102,3,b317121610002
C104,9,b317121610002
A107,2,b317121810003
D105,3,b317121810003
E105,1,b317121810003
A104,4,b317121810003
B103,2,b317122210003
C102,1,b317122210003
E105,3,b317122210003
A104,3,b317122210003
A109,5,b317122610001
A101,4,b317122610001
D103,1,b317122610001
D101,2,b317122610001
B107,1,b317122710001
E102,3,b317122710001
E101,5,b317122710001
A103,4,b317122710001
C102,2,b317123110001
A105,3,b317123110001
A106,6,b317123110001
C106,4,b317123110001
C107,2,b318010110003
E103,3,b318010110003
C105,3,b318010110003
C108,4,b318010110003
D109,3,b318010510003
D107,5,b318010510003
A107,4,b318010510003
A103,2,b318010510003
C102,5,b318011110003
E104,2,b318011110003
C107,3,b318011110003
B103,3,b318011110003
B104,1,b318012210002
A104,3,b318012210002
A107,1,b318012210002
A105,7,b318012210002
E103,2,b318012910002
D103,1,b318012910002
D108,4,b318012910002
D104,3,b318012910002
B107,2,b318013110002
D108,4,b318013110002
E103,3,b318013110002
A110,6,b318013110002
E101,7,b318030210002
C103,5,b318030210002
E104,3,b318030210002
D103,6,b318030210002
C101,3,b318030210003
B105,2,b318030210003
C104,2,b318030210003
D102,3,b318030210003
C107,3,b318030510003
D107,1,b318030510003
E104,3,b318030510003
A104,1,b318030510003
A107,7,b318030610003
D105,2,b318030610003
A109,5,b318030610003
C107,2,b318030610003
A110,1,b318030710003
E102,4,b318030710003
E104,4,b318030710003
A105,2,b318030710003
C101,1,b318031410001
D106,2,b318031410001
C108,2,b318031410001
B105,3,b318031410001
B107,4,b318031610001
E102,2,b318031610001
A106,2,b318031610001
A103,1,b318031610001
D105,2,b318032210001
E105,3,b318032210001
E102,1,b318032210001
C104,4,b318032210001
A107,2,b318032510001
D105,4,b318032510001
E105,6,b318032510001
A104,3,b318032510001
B103,5,b318032810002
C102,2,b318032810002
E105,5,b318032810002
A104,7,b318032810002
A109,5,b318033010001
A101,4,b318033010001
D103,2,b318033010001
D101,3,b318033010001
B107,4,b318033110002
E102,5,b318033110002
E101,2,b318033110002
A103,7,b318033110002
C102,5,b318041110002
A105,4,b318041110002
A106,3,b318041110002
C106,7,b318041110002
C107,4,b318041310002
E103,5,b318041310002
C105,3,b318041310002
C108,2,b318041310002
D109,5,b318041910002
D107,5,b318041910002
A107,2,b318041910002
A103,8,b318041910002
C102,2,b318042210002
E104,3,b318042210002
C107,4,b318042210002
B103,3,b318042210002
B104,3,b318042710002
A104,7,b318042710002
A107,3,b318042710002
A105,2,b318042710002
E103,1,b318043010002
D103,1,b318043010002
D108,3,b318043010002
D104,3,b318043010002
A105,2,b318060210001
A102,4,b318060210001
A103,4,b318060210001
B106,4,b318060210001
C104,3,b318060510001
B101,2,b318060510001
A105,4,b318060510001
C102,5,b318060510001
B105,7,b318060910001
A108,6,b318060910001
A110,3,b318060910001
D108,2,b318060910001
A108,3,b318061210001
E102,7,b318061210001
B105,1,b318061210001
A105,3,b318061210001
E102,2,b318062010001
B104,2,b318062010001
A110,4,b318062010001
C103,7,b318062010001
B107,5,b318062210001
D108,4,b318062210001
E103,3,b318062210001
A110,9,b318062210001
E101,2,b318062510003
C103,3,b318062510003
E104,1,b318062510003
D103,4,b318062510003
C101,2,b318070110001
B105,1,b318070110001
C104,3,b318070110001
D102,3,b318070110001
C107,5,b318070210001
D107,4,b318070210001
E104,1,b318070210001
A104,2,b318070210001
A107,1,b318070610001
D105,3,b318070610001
A109,5,b318070610001
C107,4,b318070610001
A110,2,b318071310001
E102,3,b318071310001
E104,6,b318071310001
A105,4,b318071310001
C101,2,b318071310002
D106,3,b318071310002
C108,3,b318071310002
B105,4,b318071310002
B107,3,b318071510001
E102,5,b318071510001
A106,4,b318071510001
A103,2,b318071510001
D105,5,b318071510002
E105,2,b318071510002
E102,3,b318071510002
C104,3,b318071510002
A107,1,b318071610001
D105,2,b318071610001
E105,5,b318071610001
A104,2,b318071610001
B103,1,b318071610002
C102,4,b318071610002
E105,4,b318071610002
A104,2,b318071610002
A109,1,b318072110002
A101,2,b318072110002
D103,2,b318072110002
D101,3,b318072110002
B107,4,b318080310002
E102,2,b318080310002
E101,2,b318080310002
A103,1,b318080310002
C102,2,b318080510002
A105,3,b318080510002
A106,1,b318080510002
C106,4,b318080510002
C107,2,b318080610002
E103,4,b318080610002
C105,6,b318080610002
C108,3,b318080610002
D109,5,b318081010002
D107,2,b318081010002
A107,5,b318081010002
A103,7,b318081010002
C102,5,b318082210001
E104,4,b318082210001
C107,2,b318082210001
B103,3,b318082210001
B104,4,b318082310001
A104,5,b318082310001
A107,2,b318082310001
A105,7,b318082310001
E103,5,b318082710001
D103,4,b318082710001
D108,3,b318082710001
D104,7,b318082710001
B107,4,b318091010003
D108,5,b318091010003
E103,3,b318091010003
A110,2,b318091010003
E101,5,b318091210003
C103,5,b318091210003
E104,2,b318091210003
D103,8,b318091210003
C101,2,b318091310003
B105,3,b318091310003
C104,4,b318091310003
D102,3,b318091310003
C107,3,b318091710003
D107,7,b318091710003
E104,3,b318091710003
A104,2,b318091710003
A107,1,b318092310003
D105,1,b318092310003
A109,3,b318092310003
C107,3,b318092310003
A110,2,b318092610003
E102,4,b318092610003
E104,4,b318092610003
A105,4,b318092610003
C101,3,b318093010003
D106,2,b318093010003
C108,4,b318093010003
B105,5,b318093010003
B107,7,b318100910003
E102,6,b318100910003
A106,3,b318100910003
A103,2,b318100910003
D105,3,b318101110003
E105,7,b318101110003
E102,1,b318101110003
C104,3,b318101110003
A107,2,b318101210003
D105,2,b318101210003
E105,4,b318101210003
A104,7,b318101210003
B103,5,b318101610003
C102,4,b318101610003
E105,3,b318101610003
A104,9,b318101610003
A109,2,b318102210003
A101,3,b318102210003
D103,1,b318102210003
D101,4,b318102210003
B107,2,b318102510003
E102,1,b318102510003
E101,3,b318102510003
A103,3,b318102510003
C102,5,b318110210002
A105,4,b318110210002
A106,1,b318110210002
C106,2,b318110210002
C107,1,b318111810001
E103,3,b318111810001
C105,5,b318111810001
C108,4,b318111810001
D109,2,b318112110001
D107,3,b318112110001
A107,6,b318112110001
A103,4,b318112110001
C102,2,b318112310001
E104,3,b318112310001
C107,3,b318112310001
B103,4,b318112310001
B104,3,b318112910001
A104,5,b318112910001
A107,4,b318112910001
A105,2,b318112910001
E103,5,b318120910001
D103,2,b318120910001
D108,3,b318120910001
D104,3,b318120910001
A105,1,b318121110001
A102,3,b318121110001
A103,1,b318121110001
B106,7,b318121110001
C104,2,b318121210001
B101,1,b318121210001
A105,4,b318121210001
C102,3,b318121210001
B105,2,b318121710001
A108,4,b318121710001
A110,3,b318121710001
D108,6,b318121710001
A108,7,b318122010001
E102,5,b318122010001
B105,3,b318122010001
A105,6,b318122010001
E102,3,b318122210001
B104,2,b318122210001
A110,2,b318122210001
C103,3,b318122210001
B107,3,b319010110003
D108,1,b319010110003
E103,3,b319010110003
A110,1,b319010110003
E101,7,b319010410003
C103,2,b319010410003
E104,1,b319010410003
D103,4,b319010410003
C101,3,b319010910003
B105,2,b319010910003
C104,4,b319010910003
D102,3,b319010910003
C107,6,b319011610002
D107,7,b319011610002
E104,2,b319011610002
A104,3,b319011610002
A107,3,b319011810002
D105,1,b319011810002
A109,3,b319011810002
C107,1,b319011810002
A110,7,b319012410002
E102,2,b319012410002
E104,1,b319012410002
A105,4,b319012410002
C101,3,b319012710002
D106,2,b319012710002
C108,4,b319012710002
B105,3,b319012710002
B107,6,b319013010003
E102,7,b319013010003
A106,5,b319013010003
A103,2,b319013010003
D105,1,b319020210001
E105,4,b319020210001
E102,4,b319020210001
C104,2,b319020210001
A107,1,b319020410001
D105,2,b319020410001
E105,2,b319020410001
A104,3,b319020410001
B103,4,b319020710001
C102,2,b319020710001
E105,2,b319020710001
A104,1,b319020710001
A109,2,b319020810001
A101,3,b319020810001
D103,1,b319020810001
D101,4,b319020810001
B107,2,b319020910001
E102,4,b319020910001
E101,6,b319020910001
A103,3,b319020910001
C102,5,b319021310001
A105,2,b319021310001
A106,5,b319021310001
C106,7,b319021310001
C107,5,b319021810003
E103,4,b319021810003
C105,2,b319021810003
C108,3,b319021810003
D109,4,b319022210003
D107,5,b319022210003
A107,2,b319022210003
A103,7,b319022210003
C102,5,b319030110001
E104,4,b319030110001
C107,3,b319030110001
B103,7,b319030110001
B104,4,b319030310001
A104,5,b319030310001
A107,3,b319030310001
A105,2,b319030310001
E103,5,b319030410001
D103,5,b319030410001
D108,2,b319030410001
D104,8,b319030410001
B107,2,b319030810001
D108,3,b319030810001
E103,4,b319030810001
A110,3,b319030810001
E101,3,b319040110003
C103,7,b319040110003
E104,3,b319040110003
D103,2,b319040110003
C101,1,b319040810002
B105,1,b319040810002
C104,3,b319040810002
D102,3,b319040810002
C107,2,b319041210002
D107,4,b319041210002
E104,4,b319041210002
A104,4,b319041210002
A107,3,b319041510002
D105,2,b319041510002
A109,4,b319041510002
C107,5,b319041510002
A110,7,b319042310002
E102,6,b319042310002
E104,3,b319042310002
A105,2,b319042310002
C101,3,b319042510002
D106,7,b319042510002
C108,1,b319042510002
B105,3,b319042510002
B107,2,b319042610002
E102,2,b319042610002
A106,4,b319042610002
A103,7,b319042610002
D105,5,b319051010003
E105,4,b319051010003
E102,3,b319051010003
C104,9,b319051010003
A107,2,b319051110003
D105,3,b319051110003
E105,1,b319051110003
A104,4,b319051110003
B103,2,b417020410002
C102,1,b417020410002
E105,3,b417020410002
A104,3,b417020410002
A109,5,b417020810002
A101,4,b417020810002
D103,1,b417020810002
D101,2,b417020810002
B107,1,b417021710001
E102,3,b417021710001
E101,5,b417021710001
A103,4,b417021710001
C102,2,b417022110001
A105,3,b417022110001
A106,6,b417022110001
C106,4,b417022110001
C107,2,b417022410001
E103,3,b417022410001
C105,3,b417022410001
C108,4,b417022410001
D109,3,b417030810003
D107,5,b417030810003
A107,4,b417030810003
A103,2,b417030810003
C102,5,b417031210003
E104,2,b417031210003
C107,3,b417031210003
B103,3,b417031210003
B104,1,b417031810002
A104,3,b417031810002
A107,1,b417031810002
A105,7,b417031810002
E103,2,b417032410002
D103,1,b417032410002
D108,4,b417032410002
D104,3,b417032410002
A105,2,b417032810002
A102,4,b417032810002
A103,3,b417032810002
B106,6,b417032810002
C104,7,b417033110002
B101,5,b417033110002
A105,3,b417033110002
C102,6,b417033110002
B105,3,b417040810001
A108,2,b417040810001
A110,2,b417040810001
D108,3,b417040810001
A108,3,b417041710001
E102,1,b417041710001
B105,3,b417041710001
A105,1,b417041710001
E102,7,b417041810001
B104,2,b417041810001
A110,5,b417041810001
C103,2,b417041810001
B107,1,b417042310001
D108,4,b417042310001
E103,4,b417042310001
A110,2,b417042310001
E101,1,b417050710002
C103,2,b417050710002
E104,2,b417050710002
D103,3,b417050710002
C101,4,b417051210002
B105,2,b417051210002
C104,2,b417051210002
D102,1,b417051210002
C107,2,b417051410002
D107,3,b417051410002
E104,1,b417051410002
A104,4,b417051410002
A107,2,b417051910002
